Timestamp,ES_Trade Close,ES_Trade Volume,HI_Trade Close,HI_Trade Volume,NQ_Trade Close,NQ_Trade Volume,VIX_Trade Close,VIX_Trade Volume
02/11/2020 09:45,3269,1041,24239,2017,11061.75,551,34.2,65
02/11/2020 09:50,3273,2613,24283,3079,11072.25,999,34.05,66
02/11/2020 09:55,3272.25,1724,24292,2331,11069.75,681,34.1,27
02/11/2020 10:00,3269.25,1517,24242,2020,11058.75,770,34.2,79
02/11/2020 10:05,3269.5,567,24226,1911,11057.5,540,34.15,3
02/11/2020 10:10,3269.25,988,24197,2006,11057.75,761,34.15,17
02/11/2020 10:15,3265.5,2708,24179,2339,11043.75,1029,34.3,13
02/11/2020 10:20,3265.75,572,24173,2342,11043,403,34.3,6
02/11/2020 10:25,3266,415,24210,2004,11044,366,34.22,6
02/11/2020 10:30,3268,776,24242,1895,11051,324,34.15,9
02/11/2020 10:35,3270.25,720,24244,1873,11062.5,430,34.1,6
02/11/2020 10:40,3272,1888,24208,1503,11065.5,521,34.15,20
02/11/2020 10:45,3269.5,432,24207,1315,11053,542,#N/A,#N/A
02/11/2020 10:50,3271.25,1545,24176,2213,11058.5,635,34.15,9
02/11/2020 10:55,3275,1910,24185,1448,11070,959,34.05,81
02/11/2020 11:00,3274,444,24172,797,11064.75,206,34.05,19
02/11/2020 11:05,3275.5,447,24210,1357,11070,228,34,7
02/11/2020 11:10,3272.5,571,24180,855,11058,392,34.1,16
02/11/2020 11:15,3274,643,24218,1528,11064,416,34.1,7
02/11/2020 11:20,3273.5,361,24228,1101,11061,208,34.1,5
02/11/2020 11:25,3272.5,287,24235,1018,11058,187,34.15,2
02/11/2020 11:30,3272.5,368,24249,1025,11059,184,34.15,1
02/11/2020 11:35,3271.75,458,24252,1076,11058,197,34.17,27
02/11/2020 11:40,3270.25,631,24248,744,11050.5,272,34.2,17
02/11/2020 11:45,3271.5,254,24250,590,11054.75,132,34.2,2
02/11/2020 11:50,3271.25,287,24247,525,11053.75,182,34.2,2
02/11/2020 11:55,3271.5,315,24251,844,11053.75,244,34.15,10
02/11/2020 12:00,3267.5,1454,24238,639,11041.75,435,34.15,16
02/11/2020 12:05,3267.25,392,#N/A,#N/A,11041.75,402,#N/A,#N/A
02/11/2020 12:10,3269.5,1550,#N/A,#N/A,11052.75,688,34.25,32
02/11/2020 12:15,3269.5,298,#N/A,#N/A,11053,116,34.2,11
02/11/2020 12:20,3268.75,746,#N/A,#N/A,11049,450,34.25,12
02/11/2020 12:25,3270.5,364,#N/A,#N/A,11056,293,34.2,5
02/11/2020 12:30,3271,1462,#N/A,#N/A,11058.5,748,34.15,8
