,Holdings
20171229,"['AAPL', 'MSFT', 'AMZN', 'FB', 'BRKB', 'JNJ', 'JPM', 'XOM', 'GOOG', 'GOOGL', 'BAC', 'WFC', 'T', 'CVX', 'PG', 'HD', 'INTC', 'VZ', 'PFE', 'UNH', 'V', 'C', 'CSCO', 'CMCSA', 'KO', 'PEP', 'DWDP', 'BA', 'PM', 'DIS', 'ABBV', 'MRK', 'GE', 'WMT', 'ORCL', 'MA', 'MMM', 'MCD', 'MO', 'IBM', 'AMGN', 'NVDA', 'HON', 'MDT', 'UNP', 'AVGO', 'TXN', 'BMY', 'ABT', 'UTX', 'ACN', 'QCOM', 'CAT', 'GILD', 'SLB', 'GS', 'ADBE', 'PCLN', 'USB', 'PYPL', 'NFLX', 'NKE', 'CELG', 'UPS', 'LLY', 'SBUX', 'COST', 'LMT', 'LOW', 'TMO', 'NEE', 'CVS', 'MS', 'AXP', 'TWX', 'CRM', 'PNC', 'CB', 'BIIB', 'CL', 'COP', 'CHTR', 'MDLZ', 'BLK', 'WBA', 'EOG', 'FDX', 'SCHW', 'AMT', 'DUK', 'AET', 'ANTM', 'DHR', 'BDX', 'GD', 'OXY', 'BK', 'AMAT', 'AGN', 'RTN', 'AIG', 'NOC', 'SPG', 'MET', 'GM', 'D', 'ADP', 'ITW', 'MON', 'CI', 'DE', 'SYK', 'CME', 'CSX', 'F', 'PRU', 'TJX', 'SO', 'COF', 'ATVI', 'MU', 'KHC', 'CCI', 'EMR', 'PX', 'PSX', 'SPGI', 'HAL', 'KMB', 'ESRX', 'CTSH', 'NSC', 'MMC', 'MAR', 'ICE', 'ISRG', 'USD', 'VLO', 'STZ', 'BBT', 'INTU', 'VRTX', 'EXC', 'ALL', 'TRV', 'DAL', 'EBAY', 'FOXA', 'STT', 'AEP', 'LUV', 'APD', 'LYB', 'HUM', 'TGT', 'EQIX', 'JCI', 'ZTS', 'HPQ', 'ECL', 'ETN', 'KMI', 'AFL', 'WM', 'PLD', 'BSX', 'SHW', 'GIS', 'AON', 'TEL', 'ADI', 'PGR', 'MCK', 'BAX', 'EA', 'MPC', 'ILMN', 'FIS', 'PSA', 'ROST', 'STI', 'PPG', 'LRCX', 'APC', 'PXD', 'SYY', 'REGN', 'EL', 'SYF', 'DFS', 'GLW', 'CMI', 'YUM', 'FISV', 'CCL', 'DXC', 'SRE', 'APH', 'PH', 'ALXN', 'WY', 'ROP', 'ED', 'SWK', 'MNST', 'PEG', 'MTB', 'DLTR', 'TROW', 'FCX', 'ROK', 'WMB', 'AMP', 'PCAR', 'HCA', 'MCO', 'ZBH', 'AVB', 'KR', 'XEL', 'DG', 'TSN', 'VFC', 'EW', 'IP', 'HCN', 'EQR', 'WDC', 'DLR', 'HPE', 'ADSK', 'PCG', 'MYL', 'APTV', 'CXO', 'ADM', 'IR', 'AAL', 'COL', 'FTV', 'PAYX', 'KEY', 'A', 'DVN', 'FITB', 'CBS', 'NTRS', 'VTR', 'CERN', 'RHT', 'PPL', 'WEC', 'CFG', 'OKE', 'ORLY', 'RCL', 'EIX', 'MCHP', 'NUE', 'BXP', 'HIG', 'RF', 'ES', 'WLTW', 'NEM', 'AZO', 'DTE', 'SBAC', 'CLX', 'CAH', 'PFG', 'BLKFDS', 'DPS', 'BBY', 'SYMC', 'MHK', 'SWKS', 'DHI', 'CNC', 'UAL', 'MGM', 'XLNX', 'HRS', 'LNC', 'K', 'VMC', 'AME', 'OMC', 'INCY', 'ANDV', 'KLAC', 'INFO', 'AWK', 'LH', 'CTL', 'WRK', 'O', 'HLT', 'ALGN', 'GPN', 'APA', 'HSY', 'MTD', 'ESS', 'FAST', 'HBAN', 'DOV', 'LLL', 'RSG', 'CAG', 'WAT', 'XRAY', 'CMA', 'NWL', 'TAP', 'FOX', 'VRSK', 'NTAP', 'ABC', 'TXT', 'LB', 'IVZ', 'HST', 'MSI', 'EXPE', 'GGP', 'ETR', 'URI', 'MRO', 'AEE', 'IQV', 'BEN', 'NBL', 'SJM', 'EFX', 'ALB', 'CBOE', 'EQT', 'GPC', 'L', 'MLM', 'MAS', 'FTI', 'FE', 'IDXX', 'NOV', 'BHGE', 'WYNN', 'CTAS', 'BFB', 'VNO', 'ETFC', 'DGX', 'EMN', 'CMS', 'COG', 'BLL', 'TSS', 'TDG', 'CBG', 'LEN', 'ULTA', 'SNPS', 'FMC', 'HES', 'CTXS', 'LKQ', 'TPR', 'ANSS', 'ARE', 'CHD', 'CHRW', 'CNP', 'GWW', 'NLSN', 'UNM', 'HCP', 'ADS', 'WHR', 'XYL', 'MKC', 'STX', 'IFF', 'RMD', 'DRI', 'WYN', 'KMX', 'CDNS', 'HOLX', 'PNR', 'XEC', 'EXPD', 'MAA', 'ARNC', 'RJF', 'AMG', 'PRGO', 'AJG', 'PKG', 'IT', 'CINF', 'DVA', 'HSIC', 'AKAM', 'VIAB', 'DISH', 'EXR', 'KSU', 'JNPR', 'COO', 'PVH', 'FBHS', 'TIF', 'IRM', 'CA', 'UDR', 'HAS', 'VAR', 'REG', 'BWA', 'AVY', 'ZION', 'SNA', 'SLG', 'UHS', 'CF', 'LNT', 'TMK', 'JBHT', 'VRSN', 'FRT', 'HRL', 'DRE', 'PNW', 'COTY', 'KORS', 'TSCO', 'NCLH', 'CPB', 'KSS', 'MOS', 'RE', 'XL', 'AOS', 'NDAQ', 'ALK', 'PHM', 'SEE', 'NI', 'WU', 'HOG', 'NRG', 'AMD', 'QRVO', 'LUK', 'FFIV', 'SNI', 'PKI', 'JEC', 'GT', 'IPG', 'M', 'KIM', 'ALLE', 'HBI', 'AAP', 'AYI', 'GPS', 'FLR', 'AES', 'CMG', 'MAC', 'HP', 'RHI', 'AIV', 'GRMN', 'FLIR', 'PBCT', 'LEG', 'NFX', 'XRX', 'NWSA', 'PWR', 'FL', 'RL', 'SRCL', 'SCG', 'BHF', 'JWN', 'AIZ', 'FLS', 'HRB', 'MAT', 'CSRA', 'DISCK', 'EVHC', 'RRC', 'TRIP', 'CHK', 'NAVI', 'DISCA', 'SIG', 'PDCO', 'UAA', 'UA', 'NWS', 'UBFUT', 'ESH8']"
20180329,"['AAPL', 'MSFT', 'AMZN', 'BRKB', 'FB', 'JPM', 'JNJ', 'XOM', 'GOOG', 'GOOGL', 'BAC', 'INTC', 'WFC', 'T', 'CVX', 'V', 'PFE', 'HD', 'UNH', 'CSCO', 'PG', 'VZ', 'BA', 'C', 'KO', 'MA', 'CMCSA', 'PEP', 'PM', 'DIS', 'ABBV', 'DWDP', 'MRK', 'NVDA', 'ORCL', 'IBM', 'MMM', 'WMT', 'NFLX', 'MCD', 'MO', 'GE', 'AMGN', 'MDT', 'HON', 'ADBE', 'UNP', 'ABT', 'BMY', 'TXN', 'BKNG', 'GILD', 'AVGO', 'ACN', 'UTX', 'SLB', 'GS', 'CAT', 'NKE', 'PYPL', 'LMT', 'TMO', 'COST', 'QCOM', 'SBUX', 'CRM', 'USB', 'NEE', 'LLY', 'MS', 'TWX', 'LOW', 'UPS', 'PNC', 'COP', 'AXP', 'CELG', 'BLK', 'AMT', 'CB', 'CVS', 'CL', 'SCHW', 'RTN', 'MDLZ', 'GD', 'EOG', 'NOC', 'MU', 'DHR', 'FDX', 'AMAT', 'BIIB', 'CHTR', 'BDX', 'ANTM', 'WBA', 'AGN', 'AET', 'CME', 'DUK', 'BK', 'SYK', 'MON', 'TJX', 'ATVI', 'DE', 'ADP', 'OXY', 'CSX', 'AIG', 'SPGI', 'ITW', 'SPG', 'MET', 'CTSH', 'COF', 'ISRG', 'GM', 'CCI', 'SO', 'D', 'PRU', 'EMR', 'F', 'ICE', 'INTU', 'MMC', 'PX', 'VRTX', 'MAR', 'HAL', 'CI', 'ZTS', 'BBT', 'VLO', 'PSX', 'STZ', 'ESRX', 'KMB', 'NSC', 'FOXA', 'EBAY', 'EXC', 'TRV', 'TGT', 'BSX', 'EA', 'KHC', 'HUM', 'STT', 'HPQ', 'DAL', 'ECL', 'PGR', 'ETN', 'TEL', 'APD', 'ILMN', 'MPC', 'AON', 'LYB', 'AFL', 'ADI', 'ALL', 'EL', 'AEP', 'PLD', 'WM', 'EQIX', 'LRCX', 'APC', 'JCI', 'SHW', 'BAX', 'FIS', 'STI', 'LUV', 'PSA', 'USD', 'ROST', 'FISV', 'EW', 'PXD', 'MCK', 'ROP', 'SYY', 'DXC', 'KMI', 'SRE', 'PPG', 'YUM', 'ADSK', 'MTB', 'WDC', 'HPE', 'HCA', 'MCO', 'CCL', 'REGN', 'RHT', 'WY', 'TROW', 'APH', 'GIS', 'DFS', 'PEG', 'CMI', 'ALXN', 'VFC', 'ADM', 'GLW', 'ED', 'DG', 'SYF', 'FTV', 'MNST', 'FCX', 'SWK', 'OKE', 'PCAR', 'XEL', 'AVB', 'PH', 'APTV', 'PCG', 'EQR', 'DLTR', 'CXO', 'COL', 'ROK', 'IP', 'ZBH', 'FITB', 'AAL', 'NTRS', 'TSN', 'DLR', 'AMP', 'A', 'MCHP', 'IR', 'DPS', 'MYL', 'KR', 'NEM', 'RF', 'EIX', 'KEY', 'ORLY', 'WMB', 'CFG', 'WELL', 'WLTW', 'RCL', 'SBAC', 'CAH', 'WEC', 'PAYX', 'PPL', 'NUE', 'BXP', 'HRS', 'DTE', 'ES', 'CNC', 'XLNX', 'CERN', 'HIG', 'SWKS', 'ALGN', 'MGM', 'GPN', 'BBY', 'CBS', 'AZO', 'VTR', 'AME', 'INFO', 'NKTR', 'CLX', 'MSI', 'KLAC', 'DVN', 'UAL', 'IDXX', 'OMC', 'HBAN', 'LH', 'STX', 'CMA', 'PFG', 'NTAP', 'WRK', 'LEN', 'LLL', 'VRSK', 'K', 'CTL', 'SYMC', 'HLT', 'FOX', 'LNC', 'ESS', 'FAST', 'WAT', 'TXT', 'VMC', 'FE', 'DHI', 'EMN', 'DOV', 'NBL', 'TPR', 'TDG', 'O', 'RSG', 'APA', 'CAG', 'ETFC', 'CTAS', 'MHK', 'AWK', 'INCY', 'WYNN', 'MTD', 'URI', 'GWW', 'IQV', 'ANDV', 'CBRE', 'BFB', 'ETR', 'TSS', 'XL', 'RMD', 'NOV', 'EFX', 'SJM', 'TAP', 'ABC', 'XYL', 'HSY', 'BLL', 'AEE', 'MRO', 'HST', 'HES', 'DGX', 'EXPE', 'L', 'CHRW', 'IVZ', 'GPC', 'ANSS', 'GGP', 'MLM', 'MKC', 'FTI', 'CBOE', 'SIVB', 'CMS', 'MAS', 'ARE', 'AJG', 'NWL', 'SNPS', 'CHD', 'AKAM', 'CTXS', 'ULTA', 'VNO', 'LKQ', 'BHGE', 'EQT', 'CNP', 'HII', 'RJF', 'PVH', 'XRAY', 'WYN', 'KSU', 'TTWO', 'COO', 'PNR', 'BEN', 'EXR', 'VAR', 'EXPD', 'KMX', 'PRGO', 'KSS', 'CINF', 'COG', 'HCP', 'NCLH', 'WHR', 'VIAB', 'PKG', 'IFF', 'IT', 'DRI', 'CA', 'CDNS', 'NLSN', 'BLKFDS', 'RE', 'HOLX', 'MAA', 'UNM', 'HSIC', 'UHS', 'ADS', 'ZION', 'AMG', 'ALB', 'JBHT', 'FMC', 'NDAQ', 'BWA', 'TIF', 'ARNC', 'VRSN', 'DRE', 'DVA', 'HRL', 'LNT', 'HAS', 'LB', 'UDR', 'KORS', 'AVY', 'IRM', 'NRG', 'AOS', 'WU', 'CF', 'IPGP', 'M', 'FBHS', 'XEC', 'IPG', 'QRVO', 'TMK', 'FFIV', 'PNW', 'SLG', 'REG', 'DISH', 'AAP', 'COTY', 'FRT', 'PKI', 'MOS', 'JNPR', 'AMD', 'CPB', 'SNA', 'ALLE', 'NI', 'CMG', 'FLR', 'ALK', 'TSCO', 'PHM', 'AES', 'LUK', 'RHI', 'SEE', 'JEC', 'HP', 'HOG', 'FLIR', 'GPS', 'CSRA', 'HBI', 'PBCT', 'AIV', 'GRMN', 'XRX', 'GT', 'NWSA', 'MAC', 'KIM', 'DISCK', 'RL', 'LEG', 'AYI', 'JWN', 'FLS', 'FL', 'SCG', 'HRB', 'SRCL', 'PWR', 'BHF', 'NFX', 'AIZ', 'EVHC', 'TRIP', 'MAT', 'NAVI', 'RRC', 'DISCA', 'UAA', 'UA', 'NWS', 'UBFUT', 'ESM8']"
20180629,"['AAPL', 'MSFT', 'AMZN', 'FB', 'BRKB', 'JPM', 'XOM', 'GOOG', 'GOOGL', 'JNJ', 'BAC', 'WFC', 'CVX', 'V', 'UNH', 'T', 'INTC', 'HD', 'PFE', 'VZ', 'CSCO', 'PG', 'BA', 'MA', 'C', 'NFLX', 'KO', 'MRK', 'DIS', 'PEP', 'DWDP', 'CMCSA', 'NVDA', 'ABBV', 'ORCL', 'PM', 'BLKFDS', 'WMT', 'MCD', 'AMGN', 'ADBE', 'IBM', 'GE', 'MMM', 'MDT', 'UNP', 'TXN', 'HON', 'MO', 'ABT', 'ACN', 'NKE', 'BKNG', 'AVGO', 'CRM', 'UTX', 'PYPL', 'SLB', 'GILD', 'COST', 'BMY', 'TMO', 'QCOM', 'LLY', 'COP', 'CAT', 'NEE', 'LOW', 'USB', 'GS', 'LMT', 'UPS', 'EOG', 'AXP', 'SBUX', 'CVS', 'MS', 'OXY', 'BDX', 'AMT', 'PNC', 'BLK', 'SCHW', 'BIIB', 'MU', 'ANTM', 'DHR', 'MDLZ', 'AET', 'TJX', 'CB', 'ADP', 'ATVI', 'CL', 'AGN', 'CELG', 'FDX', 'CSX', 'CME', 'DUK', 'RTN', 'BK', 'ISRG', 'CHTR', 'SYK', 'NOC', 'SPG', 'FOXA', 'GD', 'WBA', 'SPGI', 'GM', 'INTU', 'VLO', 'AIG', 'PSX', 'SO', 'AMAT', 'CTSH', 'PX', 'DE', 'BSX', 'COF', 'CCI', 'D', 'MET', 'EMR', 'VRTX', 'ESRX', 'EA', 'F', 'NSC', 'ICE', 'ITW', 'MMC', 'ZTS', 'CI', 'EXC', 'ILMN', 'HUM', 'TGT', 'HAL', 'PRU', 'BBT', 'APC', 'MAR', 'KHC', 'HPQ', 'KMB', 'STZ', 'ECL', 'BAX', 'ADI', 'LYB', 'PLD', 'FIS', 'PGR', 'EQIX', 'APD', 'AEP', 'STT', 'PSA', 'KMI', 'EBAY', 'SHW', 'AON', 'AFL', 'TRV', 'ETN', 'SYY', 'MPC', 'WM', 'PXD', 'ROST', 'ALL', 'DAL', 'EL', 'TEL', 'JCI', 'EW', 'SRE', 'STI', 'FISV', 'OKE', 'TWTR', 'ADSK', 'HCA', 'MCO', 'ROP', 'LRCX', 'TROW', 'WY', 'ALXN', 'PEG', 'LUV', 'MCK', 'VFC', 'REGN', 'APH', 'GIS', 'PPG', 'ADM', 'YUM', 'CNC', 'DG', 'MTB', 'ALGN', 'DFS', 'APTV', 'ED', 'RHT', 'SYF', 'AVB', 'MNST', 'FTV', 'EQR', 'WELL', 'FCX', 'WDC', 'CCL', 'KR', 'XEL', 'DXC', 'DLR', 'GLW', 'DVN', 'ZBH', 'WMB', 'ORLY', 'HPE', 'IR', 'COL', 'HLT', 'PCG', 'PCAR', 'PAYX', 'FOX', 'NTRS', 'IP', 'MCHP', 'NTAP', 'ROK', 'KEY', 'PH', 'CXO', 'EIX', 'TSN', 'CMI', 'SWK', 'WEC', 'VTR', 'DLTR', 'AMP', 'NEM', 'RF', 'PPL', 'NUE', 'WLTW', 'A', 'FITB', 'CBS', 'BXP', 'SBAC', 'FLT', 'CERN', 'IDXX', 'DTE', 'MSI', 'CFG', 'MYL', 'ES', 'HIG', 'LH', 'INFO', 'ANDV', 'BBY', 'CTL', 'AZO', 'APA', 'MRO', 'GPN', 'SWKS', 'HES', 'RCL', 'K', 'CLX', 'ABMD', 'OMC', 'HRS', 'NBL', 'VMC', 'TXT', 'VRSK', 'TDG', 'AME', 'XLNX', 'NOV', 'UAL', 'HBAN', 'IQV', 'FE', 'ETFC', 'STX', 'CTAS', 'KLAC', 'ESS', 'AAL', 'HST', 'GWW', 'CMA', 'EVRG', 'O', 'SIVB', 'RSG', 'CAH', 'AWK', 'EFX', 'LLL', 'WAT', 'DGX', 'MSCI', 'RMD', 'MTD', 'AEE', 'ANSS', 'WRK', 'ETR', 'EXPE', 'CBRE', 'MGM', 'XL', 'LEN', 'EMN', 'MLM', 'WYNN', 'DHI', 'PFG', 'MKC', 'CAG', 'TSS', 'EQT', 'ABC', 'FTI', 'FAST', 'BHGE', 'MHK', 'LNC', 'BR', 'TTWO', 'TPR', 'CTXS', 'ULTA', 'CMS', 'GPC', 'TIF', 'DRI', 'VRSN', 'CHD', 'ARE', 'HSY', 'KMX', 'BFB', 'GGP', 'VNO', 'SYMC', 'SNPS', 'EXPD', 'L', 'TAP', 'EXR', 'NWL', 'AKAM', 'BLL', 'AMD', 'URI', 'CDNS', 'IT', 'KSS', 'SJM', 'HFC', 'XYL', 'HCP', 'FMC', 'CNP', 'AJG', 'CHRW', 'INCY', 'MAS', 'CBOE', 'RJF', 'COO', 'PVH', 'MAA', 'CPRT', 'DOV', 'M', 'CA', 'ADS', 'HSIC', 'IVZ', 'KSU', 'HOLX', 'COG', 'VIAB', 'PKG', 'NDAQ', 'JBHT', 'HAS', 'CMG', 'VAR', 'FFIV', 'NLSN', 'ZION', 'ALB', 'QRVO', 'BEN', 'CF', 'DRE', 'HRL', 'UDR', 'AAP', 'KORS', 'LNT', 'IFF', 'MOS', 'NCLH', 'XRAY', 'CINF', 'LKQ', 'IRM', 'DVA', 'XEC', 'UHS', 'JNPR', 'HII', 'WU', 'PRGO', 'WHR', 'RE', 'TSCO', 'FRT', 'SNA', 'NRG', 'REG', 'PNW', 'IPG', 'LB', 'AVY', 'AES', 'NI', 'SLG', 'DISCK', 'AOS', 'BWA', 'TMK', 'UNM', 'IPGP', 'PKI', 'RHI', 'AMG', 'NKTR', 'HBI', 'FBHS', 'CPB', 'DISH', 'JEC', 'ALK', 'PHM', 'ALLE', 'ARNC', 'KIM', 'GPS', 'FLIR', 'HP', 'JEF', 'RL', 'GRMN', 'FLR', 'HOG', 'SEE', 'PNR', 'COTY', 'AIV', 'PBCT', 'MAC', 'NFX', 'FL', 'JWN', 'TRIP', 'LEG', 'NWSA', 'MAT', 'AIZ', 'GT', 'SRCL', 'SCG', 'EVHC', 'XRX', 'FLS', 'PWR', 'BHF', 'HRB', 'UAA', 'DISCA', 'UA', 'NWS', 'UBFUT', 'ESU8', 'USD']"
20180731,"['AAPL', 'MSFT', 'AMZN', 'FB', 'JPM', 'BRKB', 'GOOG', 'GOOGL', 'JNJ', 'XOM', 'BAC', 'WFC', 'V', 'UNH', 'CVX', 'PFE', 'T', 'HD', 'INTC', 'VZ', 'PG', 'CSCO', 'BA', 'C', 'MA', 'KO', 'MRK', 'DIS', 'CMCSA', 'PEP', 'DWDP', 'NVDA', 'NFLX', 'ORCL', 'ABBV', 'PM', 'AMGN', 'WMT', 'MMM', 'IBM', 'MCD', 'MDT', 'ADBE', 'HON', 'GE', 'UNP', 'ABT', 'MO', 'TXN', 'ACN', 'GILD', 'UTX', 'NKE', 'BKNG', 'CRM', 'BMY', 'COST', 'QCOM', 'LLY', 'TMO', 'SLB', 'PYPL', 'AVGO', 'CAT', 'COP', 'GS', 'USB', 'UPS', 'LOW', 'LMT', 'NEE', 'EOG', 'SBUX', 'AXP', 'BIIB', 'MS', 'PNC', 'BDX', 'CVS', 'AMT', 'CB', 'ANTM', 'OXY', 'MDLZ', 'CELG', 'DHR', 'AGN', 'BLK', 'CSX', 'AET', 'SCHW', 'MU', 'TJX', 'FDX', 'ADP', 'CL', 'WBA', 'ISRG', 'DUK', 'RTN', 'CHTR', 'ATVI', 'GD', 'SPG', 'BK', 'CME', 'NOC', 'SYK', 'PSX', 'VLO', 'SPGI', 'INTU', 'AIG', 'SO', 'AMAT', 'PX', 'GM', 'NSC', 'CTSH', 'ILMN', 'FOXA', 'DE', 'D', 'BSX', 'MET', 'COF', 'CCI', 'EMR', 'VRTX', 'ESRX', 'ITW', 'CI', 'HUM', 'TGT', 'ICE', 'PRU', 'MMC', 'ZTS', 'EXC', 'KMB', 'BBT', 'EA', 'F', 'MAR', 'HPQ', 'APC', 'MPC', 'HAL', 'ECL', 'ETN', 'SHW', 'APD', 'AFL', 'KHC', 'WM', 'ADI', 'BAX', 'LYB', 'STZ', 'DAL', 'TRV', 'PLD', 'PGR', 'AON', 'EQIX', 'AEP', 'JCI', 'HCA', 'FIS', 'KMI', 'ALL', 'STI', 'ROST', 'TEL', 'PSA', 'STT', 'PXD', 'SYY', 'LRCX', 'ROP', 'LUV', 'FISV', 'EBAY', 'SRE', 'EL', 'VFC', 'EW', 'ALXN', 'BLKFDS', 'OKE', 'TROW', 'MCO', 'REGN', 'APH', 'ADSK', 'CXO', 'GLW', 'PPG', 'GIS', 'ADM', 'CNC', 'APTV', 'PEG', 'WY', 'ALGN', 'YUM', 'ZBH', 'MCK', 'MTB', 'RHT', 'ORLY', 'FTV', 'DFS', 'DG', 'DLR', 'MNST', 'WMB', 'ED', 'IR', 'AVB', 'DXC', 'EQR', 'CCL', 'XEL', 'HPE', 'KR', 'ROK', 'DVN', 'PCAR', 'WELL', 'SWK', 'NTRS', 'COL', 'PH', 'PCG', 'KEY', 'FCX', 'IP', 'CMI', 'PAYX', 'HLT', 'MCHP', 'DLTR', 'EIX', 'NUE', 'IDXX', 'A', 'WEC', 'WDC', 'AMP', 'RF', 'WLTW', 'TWTR', 'ANDV', 'NTAP', 'SYF', 'FITB', 'VTR', 'PPL', 'IQV', 'DTE', 'CERN', 'MSI', 'FOX', 'HRS', 'NEM', 'FLT', 'MYL', 'BXP', 'CFG', 'ES', 'RCL', 'USD', 'UAL', 'HIG', 'AZO', 'INFO', 'NOV', 'BBY', 'XLNX', 'CTL', 'SBAC', 'KLAC', 'TDG', 'MRO', 'CBS', 'AME', 'LH', 'GPN', 'CTAS', 'K', 'GWW', 'APA', 'TXT', 'NBL', 'CLX', 'VRSK', 'TSN', 'HES', 'SWKS', 'HBAN', 'LLL', 'CMA', 'AAL', 'FAST', 'SIVB', 'EXPE', 'RSG', 'FE', 'ESS', 'O', 'ETFC', 'AWK', 'HST', 'MGM', 'OMC', 'CAH', 'PFG', 'WAT', 'EVRG', 'TSS', 'EFX', 'CBRE', 'MTD', 'RMD', 'AMD', 'STX', 'AEE', 'ABMD', 'DHI', 'LNC', 'WRK', 'MSCI', 'VMC', 'ETR', 'EMN', 'DGX', 'BHGE', 'XL', 'CAG', 'LEN', 'ANSS', 'MKC', 'FTI', 'GPC', 'CTXS', 'ULTA', 'BFB', 'WYNN', 'TIF', 'CA', 'VRSN', 'CHD', 'XYL', 'CMS', 'HSY', 'TPR', 'BLL', 'GGP', 'ABC', 'BR', 'L', 'SNPS', 'KMX', 'EXPD', 'DRI', 'HFC', 'ARE', 'TTWO', 'AJG', 'CHRW', 'DOV', 'AKAM', 'NWL', 'COO', 'MLM', 'MAS', 'EQT', 'SJM', 'CDNS', 'VNO', 'SYMC', 'IT', 'TAP', 'URI', 'KSS', 'CNP', 'HSIC', 'M', 'HCP', 'FMC', 'MHK', 'EXR', 'KSU', 'RJF', 'PVH', 'HOLX', 'INCY', 'CPRT', 'MAA', 'HAS', 'CINF', 'IVZ', 'BEN', 'CBOE', 'XRAY', 'ADS', 'PKG', 'COG', 'VAR', 'NDAQ', 'IFF', 'MOS', 'UHS', 'CMG', 'QRVO', 'AAP', 'NCLH', 'FFIV', 'PRGO', 'JBHT', 'LKQ', 'VIAB', 'UDR', 'ALB', 'DRE', 'CF', 'HII', 'ZION', 'LNT', 'AVY', 'KORS', 'DVA', 'IRM', 'HRL', 'SNA', 'TSCO', 'NRG', 'RHI', 'REG', 'XEC', 'WU', 'ARNC', 'JNPR', 'TMK', 'FRT', 'BWA', 'PNW', 'SLG', 'UNM', 'RE', 'AES', 'NI', 'PKI', 'AOS', 'IPG', 'AMG', 'NKTR', 'FBHS', 'WHR', 'DISCK', 'JEC', 'HBI', 'NLSN', 'FLIR', 'CPB', 'ALK', 'LB', 'ALLE', 'RL', 'PHM', 'JEF', 'FLR', 'DISH', 'PNR', 'SEE', 'GRMN', 'HOG', 'KIM', 'HP', 'AIV', 'GPS', 'MAC', 'PBCT', 'COTY', 'TRIP', 'IPGP', 'JWN', 'AIZ', 'NFX', 'SRCL', 'LEG', 'FLS', 'NWSA', 'GT', 'FL', 'SCG', 'XRX', 'MAT', 'EVHC', 'BHF', 'HRB', 'PWR', 'DISCA', 'UAA', 'UA', 'UBFUT', 'NWS', 'ESU8']"
