,date,name,position,cost
130,2008-10-24,GLD,-559044,72.20999908447266
131,2008-10-24,SPY,275230,68.11287689208984
132,2008-10-24,TLT,576042,68.2031021118164
133,2008-10-24,GLD,544078,72.20999908447266
134,2008-10-24,SPY,-288402,68.11287689208984
135,2008-10-27,TLT,-576042,68.25251770019531
136,2008-10-27,GLD,-544078,72.18000030517578
137,2008-10-27,SPY,288402,65.69480895996094
138,2008-10-27,TLT,584143,68.25251770019531
139,2008-10-27,GLD,552358,72.18000030517578
140,2008-10-27,SPY,-303443,65.69480895996094
141,2008-11-18,TLT,-584143,68.5398178100586
142,2008-11-18,GLD,-552358,72.51000213623047
143,2008-11-18,SPY,303443,68.14418029785156
144,2008-11-18,TLT,583255,68.5398178100586
145,2008-11-18,GLD,551319,72.51000213623047
146,2008-11-18,SPY,-293320,68.14418029785156
147,2008-11-19,TLT,-583255,70.29539489746094
148,2008-11-19,GLD,-551319,72.26000213623047
149,2008-11-19,SPY,293320,63.77757263183594
150,2008-11-19,TLT,568967,70.29539489746094
151,2008-11-19,GLD,553498,72.26000213623047
152,2008-11-19,SPY,-313557,63.77757263183594
153,2008-11-20,TLT,-568967,73.92693328857422
154,2008-11-20,GLD,-553498,73.44999694824219
155,2008-11-20,SPY,313557,59.043155670166016
156,2008-11-20,TLT,552742,73.92693328857422
157,2008-11-20,GLD,556332,73.44999694824219
158,2008-11-20,SPY,-346040,59.043155670166016
159,2008-11-21,TLT,-552742,72.85798645019531
160,2008-11-21,GLD,-556332,78.8499984741211
161,2008-11-21,SPY,346040,62.228092193603516
162,2008-11-21,TLT,583962,72.85798645019531
163,2008-11-21,GLD,539585,78.8499984741211
164,2008-11-21,SPY,-341858,62.228092193603516
165,2008-11-24,TLT,-583962,71.71833801269531
166,2008-11-24,GLD,-539585,80.91000366210938
167,2008-11-24,SPY,341858,66.53996276855469
168,2008-11-24,TLT,600555,71.71833801269531
169,2008-11-24,GLD,532330,80.91000366210938
170,2008-11-24,SPY,-323646,66.53996276855469
171,2008-11-25,TLT,-600555,73.82788848876953
172,2008-11-25,GLD,-532330,80.87000274658203
173,2008-11-25,SPY,323646,67.03296661376953
174,2008-11-25,TLT,577825,73.82788848876953
175,2008-11-25,GLD,527508,80.87000274658203
176,2008-11-25,SPY,-318198,67.03296661376953
177,2008-11-26,TLT,-577825,73.92693328857422
178,2008-11-26,GLD,-527508,80.37999725341797
179,2008-11-26,SPY,318198,69.62318420410156
180,2008-11-26,TLT,582927,73.92693328857422
181,2008-11-26,GLD,536129,80.37999725341797
182,2008-11-26,SPY,-309480,69.62318420410156
183,2008-12-26,TLT,-582927,86.15868377685547
184,2008-12-26,GLD,-536129,85.5999984741211
185,2008-12-26,SPY,309480,68.76045989990234
186,2009-03-03,TLT,636063,73.5180892944336
187,2009-03-03,GLD,519349,90.04000091552734
188,2009-03-03,SPY,-422971,55.27816390991211
189,2009-03-04,TLT,-636063,73.18128204345703
190,2009-03-04,GLD,-519349,88.98999786376953
191,2009-03-04,SPY,422971,56.587745666503906
192,2009-03-04,TLT,638991,73.18128204345703
193,2009-03-04,GLD,525476,88.98999786376953
194,2009-03-04,SPY,-413183,56.587745666503906
195,2009-03-19,TLT,-638991,74.88687896728516
196,2009-03-19,GLD,-525476,94.3499984741211
197,2009-03-19,SPY,413183,62.27570343017578
198,2011-08-05,TLT,579489,80.863037109375
199,2011-08-05,GLD,289702,161.75
200,2011-08-05,SPY,-234888,99.7481460571289
201,2011-08-08,TLT,-579489,83.41569519042969
202,2011-08-08,GLD,-289702,167.1199951171875
203,2011-08-08,SPY,234888,93.25218963623047
204,2011-08-08,TLT,561756,83.41569519042969
205,2011-08-08,GLD,280393,167.1199951171875
206,2011-08-08,SPY,-251250,93.25218963623047
207,2011-08-09,TLT,-561756,83.6685791015625
208,2011-08-09,GLD,-280393,168.61000061035156
209,2011-08-09,SPY,251250,97.58837890625
210,2011-08-09,TLT,581862,83.6685791015625
211,2011-08-09,GLD,288735,168.61000061035156
212,2011-08-09,SPY,-249433,97.58837890625
213,2011-08-10,TLT,-581862,86.15799713134766
214,2011-08-10,GLD,-288735,174.5800018310547
215,2011-08-10,SPY,249433,93.27713012695312
216,2011-08-10,TLT,562591,86.15799713134766
217,2011-08-10,GLD,277647,174.5800018310547
218,2011-08-10,SPY,-259826,93.27713012695312
219,2011-08-11,TLT,-562591,81.81136322021484
220,2011-08-11,GLD,-277647,170.75
221,2011-08-11,SPY,259826,97.4637680053711
222,2011-08-11,TLT,613249,81.81136322021484
223,2011-08-11,GLD,293826,170.75
224,2011-08-11,SPY,-257381,97.4637680053711
225,2011-08-12,TLT,-613249,83.43148803710938
226,2011-08-12,GLD,-293826,169.97000122070312
227,2011-08-12,SPY,257381,98.12002563476562
228,2011-08-12,TLT,579303,83.43148803710938
229,2011-08-12,GLD,284357,169.97000122070312
230,2011-08-12,SPY,-246291,98.12002563476562
231,2011-08-15,TLT,-579303,82.58588409423828
232,2011-08-15,GLD,-284357,171.8000030517578
233,2011-08-15,SPY,246291,100.19668579101562
234,2011-08-15,TLT,588119,82.58588409423828
235,2011-08-15,GLD,282714,171.8000030517578
236,2011-08-15,SPY,-242375,100.19668579101562
237,2011-08-16,TLT,-588119,83.9531021118164
238,2011-08-16,GLD,-282714,173.9199981689453
239,2011-08-16,SPY,242375,99.34112548828125
240,2011-08-16,TLT,576250,83.9531021118164
241,2011-08-16,GLD,278162,173.9199981689453
242,2011-08-16,SPY,-243494,99.34112548828125
243,2011-08-17,TLT,-576250,85.42306518554688
244,2011-08-17,GLD,-278162,174.4199981689453
245,2011-08-17,SPY,243494,99.40758514404297
246,2011-08-17,TLT,573876,85.42306518554688
247,2011-08-17,GLD,281058,174.4199981689453
248,2011-08-17,SPY,-246572,99.40758514404297
249,2011-09-13,TLT,-573876,88.94667053222656
250,2011-09-13,GLD,-281058,178.5399932861328
251,2011-09-13,SPY,246572,97.80435943603516
252,2011-09-29,TLT,544275,93.4094467163086
253,2011-09-29,GLD,322387,157.6999969482422
254,2011-09-29,SPY,-262336,96.89924621582031
255,2011-09-30,TLT,-544275,95.75576782226562
256,2011-09-30,GLD,-322387,158.05999755859375
257,2011-09-30,SPY,262336,94.4778060913086
258,2011-09-30,TLT,530938,95.75576782226562
259,2011-09-30,GLD,321652,158.05999755859375
260,2011-09-30,SPY,-269060,94.4778060913086
261,2011-10-03,TLT,-530938,98.3909683227539
262,2011-10-03,GLD,-321652,160.9600067138672
263,2011-10-03,SPY,269060,91.78917694091797
264,2011-10-03,TLT,524964,98.3909683227539
265,2011-10-03,GLD,320898,160.9600067138672
266,2011-10-03,SPY,-281360,91.78917694091797
267,2011-10-04,TLT,-524964,97.14329528808594
268,2011-10-04,GLD,-320898,157.63999938964844
269,2011-10-04,SPY,281360,93.80145263671875
270,2011-10-04,TLT,544287,97.14329528808594
271,2011-10-04,GLD,335409,157.63999938964844
272,2011-10-04,SPY,-281839,93.80145263671875
273,2011-10-05,TLT,-544287,96.4439697265625
274,2011-10-05,GLD,-335409,159.4600067138672
275,2011-10-05,SPY,281839,95.53822326660156
276,2011-10-05,TLT,538751,96.4439697265625
277,2011-10-05,GLD,325845,159.4600067138672
278,2011-10-05,SPY,-271929,95.53822326660156
279,2011-10-17,TLT,-538751,92.12083435058594
280,2011-10-17,GLD,-325845,162.6199951171875
281,2011-10-17,SPY,271929,100.38944244384766
282,2013-05-31,TLT,536015,94.78829956054688
283,2013-05-31,GLD,379390,133.9199981689453
284,2013-05-31,SPY,-180153,141.0126953125
285,2013-06-03,TLT,-536015,95.2905502319336
286,2013-06-03,GLD,-379390,136.50999450683594
287,2013-06-03,SPY,180153,141.78915405273438
288,2013-06-03,TLT,533190,95.2905502319336
289,2013-06-03,GLD,372192,136.50999450683594
290,2013-06-03,SPY,-179167,141.78915405273438
291,2013-06-04,TLT,-533190,94.41053009033203
292,2013-06-04,GLD,-372192,135.22999572753906
293,2013-06-04,SPY,179167,141.1075897216797
294,2013-06-04,TLT,542871,94.41053009033203
295,2013-06-04,GLD,379004,135.22999572753906
296,2013-06-04,SPY,-181608,141.1075897216797
297,2013-06-05,TLT,-542871,95.71398162841797
298,2013-06-05,GLD,-379004,135.52000427246094
299,2013-06-05,SPY,181608,139.13192749023438
300,2013-06-05,TLT,532036,95.71398162841797
301,2013-06-05,GLD,375762,135.52000427246094
302,2013-06-05,SPY,-183003,139.13192749023438
303,2013-06-06,TLT,-532036,95.65589904785156
304,2013-06-06,GLD,-375762,136.52999877929688
305,2013-06-06,SPY,183003,140.39154052734375
306,2013-06-06,TLT,537278,95.65589904785156
307,2013-06-06,GLD,376429,136.52999877929688
308,2013-06-06,SPY,-183037,140.39154052734375
309,2013-06-07,TLT,-537278,93.9456558227539
310,2013-06-07,GLD,-376429,133.27999877929688
311,2013-06-07,SPY,183037,142.1773681640625
312,2013-06-07,TLT,547562,93.9456558227539
313,2013-06-07,GLD,385962,133.27999877929688
314,2013-06-07,SPY,-180904,142.1773681640625
315,2013-06-10,TLT,-547562,93.4973373413086
316,2013-06-10,GLD,-385962,133.94000244140625
317,2013-06-10,SPY,180904,142.1773681640625
318,2013-06-10,TLT,539624,93.4973373413086
319,2013-06-10,GLD,376687,133.94000244140625
320,2013-06-10,SPY,-177431,142.1773681640625
321,2013-06-11,TLT,-539624,94.60977172851562
322,2013-06-11,GLD,-376687,133.25
323,2013-06-11,SPY,177431,140.71072387695312
324,2013-06-11,TLT,533318,94.60977172851562
325,2013-06-11,GLD,378665,133.25
326,2013-06-11,SPY,-179293,140.71072387695312
327,2013-06-12,TLT,-533318,93.25657653808594
328,2013-06-12,GLD,-378665,134.25
329,2013-06-12,SPY,179293,139.5460205078125
330,2013-06-12,TLT,543633,93.25657653808594
331,2013-06-12,GLD,377634,134.25
332,2013-06-12,SPY,-181651,139.5460205078125
333,2013-06-21,TLT,-543633,89.99386596679688
334,2013-06-21,GLD,-377634,125.05000305175781
335,2013-06-21,SPY,181651,137.9600830078125
336,2013-06-21,TLT,542375,89.99386596679688
337,2013-06-21,GLD,390327,125.05000305175781
338,2013-06-21,SPY,-176900,137.9600830078125
339,2013-06-24,TLT,-542375,90.36746215820312
340,2013-06-24,GLD,-390327,123.93000030517578
341,2013-06-24,SPY,176900,136.21685791015625
342,2013-06-24,TLT,538465,90.36746215820312
343,2013-06-24,GLD,392639,123.93000030517578
344,2013-06-24,SPY,-178611,136.21685791015625
345,2013-06-25,TLT,-538465,89.5621566772461
346,2013-06-25,GLD,-392639,123.47000122070312
347,2013-06-25,SPY,178611,137.5264434814453
348,2013-06-25,TLT,543637,89.5621566772461
349,2013-06-25,GLD,394341,123.47000122070312
350,2013-06-25,SPY,-177018,137.5264434814453
351,2013-07-17,TLT,-543637,90.58246612548828
352,2013-07-17,GLD,-394341,123.31999969482422
353,2013-07-17,SPY,177018,145.66165161132812
354,2014-12-09,TLT,447852,107.11605072021484
355,2014-12-09,GLD,405890,118.19000244140625
356,2014-12-09,SPY,-130755,183.4422149658203
357,2014-12-10,TLT,-447852,107.8985366821289
358,2014-12-10,GLD,-405890,117.95999908447266
359,2014-12-10,SPY,130755,180.50143432617188
360,2014-12-10,TLT,444605,107.8985366821289
361,2014-12-10,GLD,406682,117.95999908447266
362,2014-12-10,SPY,-132886,180.50143432617188
363,2014-12-11,TLT,-444605,108.34195709228516
364,2014-12-11,GLD,-406682,117.69000244140625
365,2014-12-11,SPY,132886,181.41651916503906
366,2014-12-11,TLT,445154,108.34195709228516
367,2014-12-11,GLD,409795,117.69000244140625
368,2014-12-11,SPY,-132923,181.41651916503906
369,2014-12-12,TLT,-445154,109.81136322021484
370,2014-12-12,GLD,-409795,117.41000366210938
371,2014-12-12,SPY,132923,178.48455810546875
372,2014-12-12,TLT,439072,109.81136322021484
373,2014-12-12,GLD,410656,117.41000366210938
374,2014-12-12,SPY,-135068,178.48455810546875
375,2014-12-15,TLT,-439072,109.58529663085938
376,2014-12-15,GLD,-410656,114.38999938964844
377,2014-12-15,SPY,135068,177.2584991455078
378,2014-12-15,TLT,443369,109.58529663085938
379,2014-12-15,GLD,424747,114.38999938964844
380,2014-12-15,SPY,-137050,177.2584991455078
381,2015-01-06,TLT,-443369,114.7052230834961
382,2015-01-06,GLD,-424747,117.12000274658203
383,2015-01-06,SPY,137050,178.5137481689453
384,2015-09-25,TLT,458904,107.69181823730469
385,2015-09-25,GLD,450052,109.80999755859375
386,2015-09-25,SPY,-141360,174.80186462402344
387,2015-09-28,TLT,-458904,109.53479766845703
388,2015-09-28,GLD,-450052,108.41999816894531
389,2015-09-28,SPY,141360,170.41481018066406
390,2015-09-28,TLT,451183,109.53479766845703
391,2015-09-28,GLD,455822,108.41999816894531
392,2015-09-28,SPY,-145000,170.41481018066406
393,2015-09-29,TLT,-451183,109.84489440917969
394,2015-09-29,GLD,-455822,107.9800033569336
395,2015-09-29,SPY,145000,170.51451110839844
396,2015-09-29,TLT,452969,109.84489440917969
397,2015-09-29,GLD,460792,107.9800033569336
398,2015-09-29,SPY,-145900,170.51451110839844
399,2015-09-30,TLT,-452969,109.46390533447266
400,2015-09-30,GLD,-460792,106.86000061035156
401,2015-09-30,SPY,145900,173.69602966308594
402,2015-09-30,TLT,454272,109.46390533447266
403,2015-09-30,GLD,465341,106.86000061035156
404,2015-09-30,SPY,-143141,173.69602966308594
405,2015-10-01,TLT,-454272,109.9309310913086
406,2015-10-01,GLD,-465341,106.7300033569336
407,2015-10-01,SPY,143141,174.14923095703125
408,2015-10-01,TLT,448147,109.9309310913086
409,2015-10-01,GLD,461587,106.7300033569336
410,2015-10-01,SPY,-141445,174.14923095703125
411,2015-10-21,TLT,-448147,110.14402770996094
412,2015-10-21,GLD,-461587,111.7300033569336
413,2015-10-21,SPY,141445,182.9595947265625
414,2015-12-11,TLT,450915,110.35958099365234
415,2015-12-11,GLD,482619,103.11000061035156
416,2015-12-11,SPY,-135973,182.98675537109375
417,2015-12-14,TLT,-450915,108.93280029296875
418,2015-12-14,GLD,-482619,101.79000091552734
419,2015-12-14,SPY,135973,183.91128540039062
420,2015-12-14,TLT,456821,108.93280029296875
421,2015-12-14,GLD,488877,101.79000091552734
422,2015-12-14,SPY,-135290,183.91128540039062
423,2015-12-30,TLT,-456821,107.26679229736328
424,2015-12-30,GLD,-488877,101.41999816894531
425,2015-12-30,SPY,135290,187.76861572265625
426,2016-01-19,TLT,433981,112.02071380615234
427,2016-01-19,GLD,467540,103.9800033569336
428,2016-01-19,SPY,-141755,171.47459411621094
429,2016-02-02,TLT,-433981,115.50992584228516
430,2016-02-02,GLD,-467540,108.08999633789062
431,2016-02-02,SPY,141755,173.389404296875
432,2017-03-13,TLT,465954,107.05047607421875
433,2017-03-13,GLD,434727,114.73999786376953
434,2017-03-13,SPY,-112600,221.49342346191406
435,2017-03-27,TLT,-465954,111.57099151611328
436,2017-03-27,GLD,-434727,119.52999877929688
437,2017-03-27,SPY,112600,218.53753662109375
438,2018-02-08,TLT,463213,111.58851623535156
439,2018-02-08,GLD,413580,124.9800033569336
440,2018-02-08,SPY,-105652,244.61856079101562
441,2018-02-23,TLT,-463213,111.06197357177734
442,2018-02-23,GLD,-413580,126.13999938964844
443,2018-02-23,SPY,105652,260.8359069824219
444,2018-12-21,TLT,439207,116.34197998046875
445,2018-12-21,GLD,430409,118.72000122070312
446,2018-12-21,SPY,-109707,232.88470458984375
447,2018-12-24,TLT,-439207,116.92024230957031
448,2018-12-24,GLD,-430409,120.0199966430664
449,2018-12-24,SPY,109707,226.73121643066406
450,2018-12-24,TLT,437035,116.92024230957031
451,2018-12-24,GLD,425747,120.0199966430664
452,2018-12-24,SPY,-112684,226.73121643066406
453,2018-12-26,TLT,-437035,115.66739654541016
454,2018-12-26,GLD,-425747,119.66000366210938
455,2018-12-26,SPY,112684,238.18678283691406
456,2018-12-26,TLT,446916,115.66739654541016
457,2018-12-26,GLD,432004,119.66000366210938
458,2018-12-26,SPY,-108515,238.18678283691406
459,2019-01-08,TLT,-446916,117.0262451171875
460,2019-01-08,GLD,-432004,121.52999877929688
461,2019-01-08,SPY,108515,248.43295288085938
462,2020-02-26,TLT,343669,148.4517364501953
463,2020-02-26,GLD,331352,153.97000122070312
464,2020-02-26,SPY,-83066,307.0929260253906
465,2020-02-27,TLT,-343669,150.06224060058594
466,2020-02-27,GLD,-331352,154.0
467,2020-02-27,SPY,83066,293.3008728027344
468,2020-02-27,TLT,339981,150.06224060058594
469,2020-02-27,GLD,331287,154.0
470,2020-02-27,SPY,-86972,293.3008728027344
471,2020-02-28,TLT,-339981,153.45120239257812
472,2020-02-28,GLD,-331287,148.3800048828125
473,2020-02-28,SPY,86972,292.06854248046875
474,2020-02-28,TLT,336927,153.45120239257812
475,2020-02-28,GLD,348442,148.3800048828125
476,2020-02-28,SPY,-88509,292.06854248046875
477,2020-03-02,TLT,-336927,152.32215881347656
478,2020-03-02,GLD,-348442,149.1999969482422
479,2020-03-02,SPY,88509,304.71697998046875
480,2020-03-02,TLT,337842,152.32215881347656
481,2020-03-02,GLD,344912,149.1999969482422
482,2020-03-02,SPY,-84440,304.71697998046875
483,2020-03-03,TLT,-337842,154.6870574951172
484,2020-03-03,GLD,-344912,153.88999938964844
485,2020-03-03,SPY,84440,295.9922180175781
486,2020-03-03,TLT,329538,154.6870574951172
487,2020-03-03,GLD,331244,153.88999938964844
488,2020-03-03,SPY,-86109,295.9922180175781
489,2020-03-04,TLT,-329538,153.04449462890625
490,2020-03-04,GLD,-331244,154.16000366210938
491,2020-03-04,SPY,86109,308.43365478515625
492,2020-03-04,TLT,341316,153.04449462890625
493,2020-03-04,GLD,338846,154.16000366210938
494,2020-03-04,SPY,-84680,308.43365478515625
495,2020-03-05,TLT,-341316,156.8540496826172
496,2020-03-05,GLD,-338846,157.49000549316406
497,2020-03-05,SPY,84680,298.1808166503906
498,2020-03-05,TLT,329142,156.8540496826172
499,2020-03-05,GLD,327813,157.49000549316406
500,2020-03-05,SPY,-86570,298.1808166503906
501,2020-03-06,TLT,-329142,165.01731872558594
502,2020-03-06,GLD,-327813,157.5500030517578
503,2020-03-06,SPY,86570,293.2515563964844
504,2020-03-06,TLT,320851,165.01731872558594
505,2020-03-06,GLD,336058,157.5500030517578
506,2020-03-06,SPY,-90274,293.2515563964844
507,2020-03-09,TLT,-320851,169.48983764648438
508,2020-03-09,GLD,-336058,157.80999755859375
509,2020-03-09,SPY,90274,270.3502197265625
510,2020-03-09,TLT,319779,169.48983764648438
511,2020-03-09,GLD,343447,157.80999755859375
512,2020-03-09,SPY,-100239,270.3502197265625
513,2020-03-10,TLT,-319779,160.80213928222656
514,2020-03-10,GLD,-343447,154.47999572753906
515,2020-03-10,SPY,100239,284.3394775390625
516,2020-03-10,TLT,345986,160.80213928222656
517,2020-03-10,GLD,360145,154.47999572753906
518,2020-03-10,SPY,-97832,284.3394775390625
519,2020-03-11,TLT,-345986,154.8849639892578
520,2020-03-11,GLD,-360145,153.92999267578125
521,2020-03-11,SPY,97832,270.4783935546875
522,2020-03-11,TLT,345454,154.8849639892578
523,2020-03-11,GLD,347597,153.92999267578125
524,2020-03-11,SPY,-98909,270.4783935546875
525,2020-03-12,TLT,-345454,155.84475708007812
526,2020-03-12,GLD,-347597,147.7899932861328
527,2020-03-12,SPY,98909,244.59976196289062
528,2020-03-12,TLT,341044,155.84475708007812
529,2020-03-12,GLD,359631,147.7899932861328
530,2020-03-12,SPY,-108646,244.59976196289062
531,2020-03-13,TLT,-341044,152.32215881347656
532,2020-03-13,GLD,-359631,143.27999877929688
533,2020-03-13,SPY,108646,265.5096740722656
534,2020-03-13,TLT,350918,152.32215881347656
535,2020-03-13,GLD,373064,143.27999877929688
536,2020-03-13,SPY,-100660,265.5096740722656
537,2020-03-16,TLT,-350918,162.1874237060547
538,2020-03-16,GLD,-373064,141.63999938964844
539,2020-03-16,SPY,100660,236.45663452148438
540,2020-03-16,TLT,317007,162.1874237060547
541,2020-03-16,GLD,362995,141.63999938964844
542,2020-03-16,SPY,-108719,236.45663452148438
543,2020-03-17,TLT,-317007,151.37225341796875
544,2020-03-17,GLD,-362995,143.55999755859375
545,2020-03-17,SPY,108719,249.22340393066406
546,2020-03-17,TLT,354916,151.37225341796875
547,2020-03-17,GLD,374230,143.55999755859375
548,2020-03-17,SPY,-107783,249.22340393066406
549,2020-03-18,TLT,-354916,142.83297729492188
550,2020-03-18,GLD,-374230,140.6999969482422
551,2020-03-18,SPY,107783,236.6044921875
552,2020-03-18,TLT,364598,142.83297729492188
553,2020-03-18,GLD,370125,140.6999969482422
554,2020-03-18,SPY,-110050,236.6044921875
555,2020-03-19,TLT,-364598,146.72166442871094
556,2020-03-19,GLD,-370125,138.0399932861328
557,2020-03-19,SPY,110050,237.10726928710938
558,2020-03-19,TLT,347462,146.72166442871094
559,2020-03-19,GLD,369315,138.0399932861328
560,2020-03-19,SPY,-107504,237.10726928710938
561,2020-03-20,TLT,-347462,157.75448608398438
562,2020-03-20,GLD,-369315,140.11000061035156
563,2020-03-20,SPY,107504,226.8893280029297
564,2020-03-20,TLT,324120,157.75448608398438
565,2020-03-20,GLD,364938,140.11000061035156
566,2020-03-20,SPY,-112679,226.8893280029297
567,2020-03-23,TLT,-324120,164.2554168701172
568,2020-03-23,GLD,-364938,146.3000030517578
569,2020-03-23,SPY,112679,221.0881805419922
570,2020-03-23,TLT,325164,164.2554168701172
571,2020-03-23,GLD,365072,146.3000030517578
