,0
205,8.841968404194864
206,8.83603941757887
207,8.837432789717505
208,8.84270356050995
209,8.833394615394608
210,8.820775711651246
211,8.811071230878254
212,8.798083053245474
213,8.786630438669139
214,8.772134503283533
215,8.756478522748264
216,8.7378375647505
217,8.708318733387975
218,8.698582957241037
219,8.68983407671297
220,8.689445384962282
221,8.67638501146612
222,8.673014674467034
223,8.659776004342316
224,8.656469363549029
225,8.654750936875484
226,8.64434882399167
227,8.636389805643649
228,8.631328509331194
229,8.611020399904673
230,8.603188953884048
231,8.613055217249416
232,8.592545354946516
233,8.578023525431613
234,8.572140995400266
235,8.55846467072791
236,8.543447320980576
237,8.532529761450101
238,8.513508635316073
239,8.519751919980934
240,8.50934583643306
241,8.50007231597371
242,8.485876118998267
243,8.4633637766714
244,8.442775467598572
245,8.434279196049697
246,8.422766118205221
247,8.415515217690468
248,8.420463486346959
249,8.405935978533517
250,8.402335728068755
251,8.389825448012974
252,8.382343224074239
253,8.369771701908613
254,8.36106895970869
255,8.35403922388146
256,8.338748532828989
257,8.328600504380898
258,8.325959846837634
259,8.319639195193995
260,8.322059716513397
261,8.315971836888899
262,8.300238857837423
263,8.289895341459223
264,8.285709793746614
265,8.29058400254561
266,8.277186241627316
267,8.282046411967825
268,8.270710128356738
269,8.256193481802182
270,8.244693011813634
271,8.246132525041313
272,8.224336076401553
273,8.195301966062921
274,8.205555636070322
275,8.182858725848837
276,8.169671828985106
277,8.153271596300499
278,8.142536803716919
279,8.132829320830878
280,8.12021785356863
281,8.094344976637268
282,8.089958843528061
283,8.087263345809665
284,8.066465699759416
285,8.056308384620078
286,8.050424041438879
287,8.054369895641349
288,8.055098742778227
289,8.045582636205722
290,8.044707312989186
291,8.027929176953984
292,7.999075290127768
293,7.984564259386029
294,7.969065599639384
295,7.952913650223822
296,7.9424975056764975
297,7.9162039292207975
298,7.902017191622062
299,7.891252803598576
300,7.887021431729194
301,7.872636333043124
302,7.854004897860695
303,7.840093028822151
304,7.820489424133973
305,7.80826629875247
306,7.813118181568752
307,7.803433799589923
308,7.79473374352156
309,7.800328248362083
310,7.798736900030893
311,7.802436758520559
312,7.780546884705859
313,7.756234353702988
314,7.741726621613542
315,7.717580888067045
316,7.712627975865841
317,7.69774395256083
318,7.678913578663257
319,7.668250904490837
320,7.647429530530944
321,7.6343272343022495
322,7.620483492216043
323,7.608899777810319
324,7.589499100443241
325,7.567039373692563
326,7.550312694924928
327,7.536428499387666
328,7.521068332352852
329,7.503995094568218
330,7.5022965452841435
331,7.499300477175209
332,7.494399235054731
333,7.472310651475823
334,7.455027897832696
335,7.44710919031899
336,7.432985084562806
337,7.413798217419627
338,7.391405807158998
339,7.3702348698283915
340,7.364723233148496
341,7.3522846483953685
342,7.335632864095717
343,7.306482446476869
344,7.297228651911814
345,7.28354062019513
346,7.282571596997873
347,7.271547799252471
348,7.260607509509574
349,7.264214173218666
350,7.269603928424919
351,7.272187422189221
352,7.30490602349187
353,7.286811524929581
354,7.282226274000484
355,7.255070984470382
356,7.229402014714635
357,7.218214583046286
358,7.189343877697683
359,7.1916461692864315
360,7.172070498395352
361,7.152492852381835
362,7.13654110710161
363,7.12298339989106
364,7.120281190345726
365,7.116582270598947
366,7.103196623255523
367,7.098543383889623
368,7.0864762458230715
369,7.079370756285824
370,7.0702176634178215
371,7.061842659763532
372,7.057194130290981
373,7.057822582956119
374,7.048530391796594
375,7.0466703547507095
376,7.0261926109389545
377,7.015474792525796
378,7.0014770233584915
379,6.988990910227676
380,6.96646931271434
381,6.947762775179209
382,6.936243471869467
383,6.9269248132906425
384,6.916976125116345
385,6.8968360896124805
386,6.885829886938497
387,6.874250566053486
388,6.872654965851398
389,6.858137512968985
390,6.841693955191628
391,6.837421299668375
392,6.831328280339254
393,6.824072016468776
394,6.820492774776196
395,6.807839184011018
396,6.807476369097577
397,6.781912731306761
398,6.762750032363494
399,6.753665265120318
400,6.740723746859419
401,6.718139921576994
402,6.702614852988378
403,6.694365900500093
404,6.69548058277001
405,6.682728419476236
406,6.669295123502424
407,6.666732848406404
408,6.656247387016357
409,6.649967000087415
410,6.647681052426793
411,6.632638995044712
412,6.627078212284664
413,6.6175661138042186
414,6.612348513680414
415,6.598251778914362
416,6.582940325222549
417,6.573795292603999
418,6.570546888447433
419,6.57011021174967
420,6.546165934682693
421,6.526976839608716
422,6.520602133980819
423,6.489568288878457
424,6.47848594682223
425,6.457747303167642
426,6.449023527486799
427,6.442939309730622
428,6.42336154285249
429,6.413684859752834
430,6.3954919955493725
431,6.380542224873467
432,6.376760169782137
433,6.367572200965881
434,6.354575365819931
435,6.3394386843209265
436,6.341915984113669
437,6.334492349824978
438,6.327642457675526
439,6.308316914381594
440,6.296779089902748
441,6.269151362824603
442,6.2405151142634505
443,6.215475900298324
444,6.198548235654502
445,6.18985564137666
446,6.172014775811734
447,6.176482426913725
448,6.166589427394211
449,6.15127524533114
450,6.138031398836068
451,6.124116126501686
452,6.113312465562344
453,6.102854819579148
454,6.095668545274996
455,6.100786546233902
456,6.103010402515957
457,6.090375064885277
458,6.096620624385153
459,6.083221783107302
460,6.0701858007634595
461,6.060884274397162
462,6.039910602059139
463,6.0015060753741505
464,5.973729965941381
465,5.944021968010523
466,5.924824180767223
467,5.895315759814799
468,5.877797591452965
469,5.8599884156156685
470,5.83600259041594
471,5.817818107257447
472,5.8005680252588325
473,5.788012692233195
474,5.769018017704544
475,5.750947136960918
476,5.734179199058184
477,5.722427133026174
478,5.704185643928576
479,5.691305692176483
480,5.686146382909456
481,5.675755308270819
482,5.662011488169778
483,5.645377817447812
484,5.642442041199446
485,5.63933757829963
486,5.624521196821172
487,5.60778526454359
488,5.593056478000981
489,5.570138120653666
490,5.556170933248913
491,5.542974202992717
492,5.534011299117495
493,5.519934330353026
494,5.508288123478929
495,5.489959136006155
496,5.4693117346257685
497,5.454079027533152
498,5.436272003036377
499,5.431886228812293
500,5.427617509412694
501,5.419475922272137
502,5.4038736013782565
503,5.408739812056414
504,5.374392909344218
505,5.360512970297906
506,5.342905794073049
507,5.331992193822521
508,5.316835302637254
509,5.313155173857931
510,5.300009774784175
511,5.291670891879927
512,5.281295721309368
513,5.267649407533939
514,5.255998809715836
515,5.255743501188052
516,5.249711773516344
517,5.25123833083662
518,5.2371100995975235
519,5.228571473890108
520,5.2323192917971655
521,5.233536731748322
522,5.242254792621844
523,5.216286309582548
524,5.1897222535028344
525,5.180786220173396
526,5.165308463119805
527,5.15247036235151
528,5.14688579992241
529,5.1251127989887895
530,5.108684505841108
531,5.086121526886943
532,5.084264867656854
533,5.0728567237613165
534,5.065197774292001
535,5.052054386431893
536,5.028590995113228
537,5.03476604435659
538,5.021733186474698
539,5.019285824636315
540,5.0027281953918035
541,4.992486652565573
542,4.969334411612099
543,4.955626449576416
544,4.936377536765564
545,4.926238500015176
546,4.92294262726051
547,4.9114424838125235
548,4.893811491213694
549,4.886583914089533
550,4.867137225709275
551,4.849557799726545
552,4.848520873485335
553,4.832603542579624
554,4.818940055514119
555,4.827833216922984
556,4.819708005051444
557,4.840030130433638
558,4.844972669932464
559,4.837088736753223
560,4.84114074827982
561,4.8319747936295006
562,4.819287644524197
563,4.785214512908338
564,4.768753469880108
565,4.740354553710322
566,4.722977939306056
567,4.707128953839777
568,4.68773129215853
569,4.677703858409979
570,4.671298218712137
571,4.649629441199382
572,4.626285313499764
573,4.61169201034919
574,4.594288333293644
575,4.585877856448297
576,4.583367716067288
577,4.567761341982673
578,4.565177031597407
579,4.566099088220661
580,4.555972692159238
581,4.55683235222901
582,4.54058626989588
583,4.537274455180382
584,4.5347679559321055
585,4.50751800723218
586,4.497680894712368
587,4.487172536622258
588,4.4769504149180985
589,4.466484089240553
590,4.457503527967002
591,4.446584375738573
592,4.443248916106918
593,4.430917708094541
594,4.425372188900751
595,4.403959383899073
596,4.395372590241228
597,4.381271456456706
598,4.36759576205184
599,4.364084519481475
600,4.372584700245683
601,4.362760167992187
602,4.361501050583788
603,4.3626051514969815
604,4.366710382813734
605,4.391652604151563
606,4.384803433416641
607,4.358753645656941
608,4.343330611811594
609,4.329072406416327
610,4.328992229699026
611,4.298462189136926
612,4.277947496428127
613,4.26742383986844
614,4.261172780321306
615,4.244156011422429
616,4.2279366752067755
617,4.232476120743312
618,4.234817158456147
619,4.23620877733998
620,4.212864601290365
621,4.210677792124284
622,4.201952450491702
623,4.186198013391921
624,4.188292531667638
625,4.178327444268826
626,4.1612727969089
627,4.148105473591775
628,4.135425999472733
629,4.095177679235425
630,4.08216722361838
631,4.0627085206405855
632,4.050672261478673
633,4.030369788541458
634,4.020407085247198
635,4.010640393094214
636,3.987125585353566
637,3.9860881690009267
638,3.9805814442667007
639,3.964646778181295
640,3.961794459413832
641,3.947816522331812
642,3.9443561313958853
643,3.9293328438690596
644,3.9227789976961143
645,3.917085757039824
646,3.908260354075528
647,3.9133585058053457
648,3.93378478827875
649,3.9155264875855154
650,3.923242900022646
651,3.915826635148467
652,3.920741403854911
653,3.904818316816462
654,3.89086058884185
655,3.896870690503273
656,3.8807098647183436
657,3.884611764670903
658,3.8978556942596234
659,3.8742363317878534
660,3.8446598759162343
661,3.843101091715149
662,3.833097450093259
663,3.8190003321051975
664,3.8316483379608757
665,3.823368991131191
666,3.826428141672288
667,3.8208870690613295
668,3.8041381410233024
669,3.7951198173461607
670,3.7802062794817823
671,3.765350247123904
672,3.7210215622823575
673,3.705211267859646
674,3.667861776244007
675,3.6426962264943064
676,3.6274204697350205
677,3.6219367448322535
678,3.593470141355289
679,3.5929733463236575
680,3.5889289270543494
681,3.5933276192514363
682,3.5891918626785126
683,3.591490387220368
684,3.588758366638646
685,3.589735029605542
686,3.569105242236593
687,3.5658357558815994
688,3.5570000685513867
689,3.5468063914177628
690,3.5346649701623045
691,3.516150868382705
692,3.5161676810426714
693,3.4992616559993266
694,3.4684372908507273
695,3.459747405678308
696,3.4365441235291585
697,3.405922132806802
698,3.3718179664740786
699,3.361433244908187
700,3.3418177746793787
701,3.3346965972491205
702,3.321694067191352
703,3.3133024638073705
704,3.2914357872722753
705,3.287255233260224
706,3.2820057833647907
707,3.27613761089577
708,3.2641022757611373
709,3.2399588990336268
710,3.2317069867967887
711,3.2358801518612466
712,3.2517663505670127
713,3.2359351588931546
714,3.1998837927942
715,3.162296753423045
716,3.153582626811463
717,3.117509559313663
718,3.108100145801105
719,3.0950901580422996
720,3.0852533289731925
721,3.080054154345822
722,3.0823559967994294
723,3.0634280162953953
724,3.0578754814474225
725,3.0478535640645044
726,3.045429605343701
727,3.0254522077181174
728,3.014779801799985
729,3.00721326654397
730,3.0021582367616935
731,2.985049363619898
732,2.973125997001403
733,2.943130433235317
734,2.951699390699528
735,2.925899394309083
736,2.9001805201746835
737,2.8791049048104806
738,2.8689074415523783
739,2.853785433732572
740,2.8528758709082482
741,2.8318423373726014
742,2.8388322975303386
743,2.8149670071167123
744,2.804041959983533
745,2.7861749144745906
746,2.7699588201180485
747,2.747126314903162
748,2.7274560800906213
749,2.7131883023312073
750,2.697276049079881
751,2.684759887617098
752,2.6660229155751103
753,2.6427227616176436
754,2.6463238519303163
755,2.6470597223220818
756,2.635594111083907
757,2.618610853283618
758,2.609353894603812
759,2.5994287261187385
760,2.5941204520442467
761,2.5772714851060967
762,2.568693326500206
763,2.5641462944525393
764,2.552498962029717
765,2.535933965710458
766,2.54206573422181
767,2.5362156518564225
768,2.5382195665292264
769,2.542275919135382
770,2.549342573618066
771,2.5389115014557175
772,2.543400176260861
773,2.544429172574771
774,2.551417537554431
775,2.528401409211866
776,2.492852768194632
777,2.466234116601307
778,2.452291688725343
779,2.4531100266523573
780,2.4456885188500133
781,2.4277566624875906
782,2.4070940033134063
783,2.3983546748518374
784,2.3931258144002614
785,2.391266993773022
786,2.377638168620504
787,2.376663593563502
788,2.383975204534741
789,2.396130967013082
790,2.3970172439798105
791,2.3895412597105077
792,2.395329318184943
793,2.4293466504934695
794,2.4249390256103975
795,2.463767834217573
796,2.4547964377459524
797,2.456200979261975
798,2.491827133301806
799,2.53336965725195
800,2.5007140070309544
801,2.490611702065149
802,2.650581239032204
803,2.7239142223686796
804,2.7829840904738785
805,2.810334977502919
806,2.909818381215664
807,2.98330062194492
808,2.9870401013457206
809,3.0724693615372236
810,3.056744147854894
811,3.055060504915274
812,3.0284015348452917
813,2.9953599065893552
814,2.9738683547413327
815,2.9340402934495784
816,2.8824520330495607
817,2.8437176912847777
818,2.7940393598211246
819,2.766901478744131
820,2.72001529762919
821,2.6790867068199957
822,2.6987818923530194
823,2.642507577398454
824,2.6076592676203285
825,2.587095716470757
826,2.554898218244875
827,2.521416384114858
828,2.479510375089779
829,2.456079976574548
830,2.4208637157829296
831,2.397908222254525
832,2.359297524886916
833,2.324074958212883
834,2.3217330572260666
835,2.2983324852973803
836,2.2726580332737223
837,2.241584717181325
838,2.2112677951650324
839,2.1715280748403747
840,2.1252208819137857
841,2.107443648242901
842,2.072274102549506
843,2.0376747559425388
844,2.0305931116512714
845,2.0170475411517157
846,2.00529428518788
847,1.9823466180476266
848,1.95708907413255
849,1.9384906781651803
850,1.9299019444278198
851,1.9139240438617022
852,1.9002995274596326
853,1.8763927969362606
854,1.8680662448580023
855,1.8422589866922507
856,1.8396933853800992
857,1.8064432284401957
858,1.7816220893570531
859,1.7500929410659585
860,1.728991492254848
861,1.7067642534575351
862,1.69218447889501
863,1.6829014115664704
864,1.6841594019012327
865,1.6676020360542179
866,1.65676908390971
867,1.6545397605735996
868,1.6341228006210915
869,1.6141087077091776
870,1.606043500595203
871,1.5969434129677866
872,1.5878184408057254
873,1.5721348704500095
874,1.5587247364245793
875,1.5524742906189755
876,1.5461095024796283
877,1.5346346395382642
878,1.5292854301443588
879,1.5067548744574535
880,1.4892277233859479
881,1.4656357067234864
882,1.452219109985945
883,1.4340492250432884
884,1.4312707139864365
885,1.4197631017490289
886,1.400771177740679
887,1.3937243333311842
888,1.3756101534077891
889,1.3674055124366185
890,1.3606448864729905
891,1.3517736376327396
892,1.3389003030411417
893,1.3317003135238503
894,1.3259024987753922
895,1.3144535652428726
896,1.3060600648371743
897,1.2985523954576201
898,1.291454060352708
899,1.2832698308458148
900,1.275532578317196
901,1.2542039932245783
902,1.2431066475672556
903,1.2141426146273695
904,1.2100486430756885
905,1.197717063583037
906,1.1884545319370883
907,1.1636181395687495
908,1.1404130474096479
909,1.1247875824170952
910,1.1172954567142093
911,1.1146411330972488
912,1.1106729924580114
913,1.1034601130987827
914,1.1060481090307577
915,1.1005774754298057
916,1.0924201684307762
917,1.0691544456537687
918,1.057467658429674
919,1.054358145747448
920,1.0517665049395677
921,1.0588583554738393
922,1.0491828784960457
923,1.0413034312265168
924,1.02987889992398
925,1.000384695528367
926,0.9983642705664018
927,0.9864774443671832
928,0.970682853765035
929,0.9651800221119397
930,0.9529878392436473
931,0.9379083325353712
932,0.928085288345126
933,0.9212375272237681
934,0.9092405159748843
935,0.9038076344632495
936,0.8956510967342277
937,0.8819251367461491
938,0.8718224101822791
939,0.8622274902346886
940,0.8541220666506886
941,0.8464474727175683
942,0.834661750693018
943,0.8219173106193047
944,0.8017370487260347
945,0.7735451853034048
946,0.7706993774542502
947,0.7540123242309518
948,0.744646134899287
949,0.729773294707057
950,0.7246494523593994
951,0.7143206815236559
952,0.7050130336779419
953,0.6946826548211933
954,0.6863523306738836
955,0.6709285282271035
956,0.6552520511565686
957,0.6418425522364355
958,0.6310799229156293
959,0.6303196889768791
960,0.6311263973991289
961,0.6334201751854225
962,0.6246442164749795
963,0.6152782318475196
964,0.6043457869299483
965,0.6014058718510291
966,0.5815311196403136
967,0.6061460462022432
968,0.5945982806352952
969,0.5743684886738429
970,0.5724044435126118
971,0.5537844502188171
972,0.5422771735086575
973,0.5503512268205293
974,0.536563905347667
975,0.5214678115207133
976,0.5191260341038573
977,0.5094214871594066
978,0.5097099190270222
979,0.5030026518354368
980,0.4886412460503056
981,0.4754949656081419
982,0.46749246464218797
983,0.4658867928260942
984,0.4623781434924067
985,0.46345891283145824
986,0.4552857383080494
987,0.4460216650156938
988,0.4437206580588544
989,0.4335348998141148
990,0.4223581090470419
991,0.41424031040621323
992,0.4095282796271135
993,0.3985516062463438
